"","edgeuid","year","total_trips"
"1148",153329218,2019,10
"1149",153329219,2019,10
"1150",153329222,2019,30
"1151",153329227,2019,30
"1152",153329234,2019,10
"1153",153329235,2019,10
"1154",153329246,2019,10
"1155",153329248,2019,10
"1156",153329253,2019,10
"1157",153329253,2021,15
"1158",153329254,2019,10
"1159",153329255,2019,10
"1160",153329256,2019,10
"1161",153329257,2019,10
"1162",153329268,2019,10
"1163",153329269,2019,70
"1164",153329270,2019,10
"1165",153329271,2019,5
"1166",153329272,2019,5
"1167",153329273,2019,35
"1168",153329274,2019,75
"1169",153329275,2019,70
"1170",153329279,2021,5
"1171",153329280,2021,5
"1172",153329282,2019,70
"1173",153329294,2019,80
"1174",153329295,2019,10
"1175",153329296,2019,80
"1176",153329298,2019,10
"1177",153329301,2019,10
"1178",153329303,2019,10
"1179",153329305,2019,10
"1180",153329313,2019,10
"1181",153329320,2019,10
"1182",153329342,2019,35
"1183",153329343,2019,35
"1184",153329343,2021,5
"1185",153329345,2019,35
"1186",153329349,2019,35
"1187",153329350,2019,40
"1188",153329390,2019,40
"1189",153329400,2021,5
"1190",153329419,2021,5
"1191",153329422,2019,10
"1192",153329430,2019,10
"1193",153329433,2019,10
"1194",153329458,2019,10
"1195",153329459,2019,10
"1196",153329462,2019,10
"1197",153329464,2019,10
"1198",153329465,2019,30
"1199",153329476,2019,30
"1200",153329477,2019,30
"1201",153329480,2019,30
"1202",153329482,2019,30
"1203",153329482,2021,20
"1204",153329486,2019,30
"1205",153329493,2019,10
"1206",153329494,2019,35
"1207",153329497,2019,35
"1208",153329502,2019,35
"1209",153329503,2019,30
"1210",153329505,2019,10
"1211",153329506,2019,5
"1212",153329507,2019,10
"1213",153329509,2019,10
"1214",153329510,2019,10
"1215",153329511,2019,10
"1216",153329512,2019,10
"1217",153329512,2021,5
"1218",153329514,2019,10
"1219",153329514,2021,5
"1220",153329525,2019,30
"1221",153329532,2019,10
"1222",153329532,2021,5
"1223",153329535,2019,50
"1224",153329536,2019,50
"1225",153329584,2019,35
"1226",153329587,2019,35
"1227",153329599,2019,35
"1228",153329600,2019,35
"1229",153329601,2019,35
"1230",153329603,2019,35
"1231",153329604,2021,5
"1232",153329605,2019,10
"1233",153329613,2019,50
"1234",153329615,2019,50
"1235",153329616,2019,50
"1236",153329638,2019,35
"1237",153329641,2019,10
"1238",153329646,2019,30
"1239",153329647,2019,30
"1240",153329648,2019,35
"1241",153329649,2019,10
"1242",153329650,2019,40
"1243",153329652,2019,40
"1244",153329653,2019,40
"1245",153329654,2019,50
"1246",153329655,2019,10
"1247",153329658,2019,10
"1248",153329661,2019,10
"1249",153329662,2019,50
"1250",153329668,2019,50
"1251",153329672,2019,10
"1252",153329675,2019,45
"1253",153329680,2019,10
"1254",153329682,2019,10
"1255",153329686,2019,5
"1256",153329687,2019,35
"1257",153329688,2019,5
"1258",153329689,2019,5
"1259",153329690,2019,30
"1260",153329691,2019,30
"1261",153329694,2019,30
"1262",153329695,2019,35
"1263",153329698,2019,30
"1264",153329700,2019,30
"1265",153329702,2019,35
"1266",153329703,2019,35
"1267",153329704,2019,10
"1268",153329706,2019,75
"1269",153329707,2019,35
"1270",153329711,2019,40
"1271",153329712,2019,35
"1272",153329713,2019,40
"1273",153329714,2019,35
"1274",153329715,2019,40
"1275",153329717,2019,40
"1276",153329719,2019,30
"1277",153329719,2021,5
"1278",153329721,2019,10
"1279",153329722,2019,30
"1280",153329724,2019,50
"1281",153329724,2021,10
"1282",153329725,2019,50
"1283",153329726,2019,55
"1284",153329728,2019,45
"1285",153329729,2019,60
"1286",153329730,2019,55
"1287",153329732,2019,45
"1288",153329733,2019,30
"1289",153329734,2019,55
"1290",153329735,2019,30
"1291",153329736,2019,40
"1292",153329738,2019,35
"1293",153329739,2019,35
"1294",153329740,2019,5
"1295",153329742,2019,10
"1296",153329744,2019,10
"1297",153329746,2019,55
"1298",153329750,2021,15
"1299",153329752,2019,10
"1300",153329753,2019,10
"1301",153329754,2019,35
"1302",153329755,2019,15
"1303",153329757,2019,15
"1304",153329758,2019,10
"1305",153329760,2019,10
"1306",153329762,2019,25
"1307",153329764,2019,25
"1308",153329764,2021,5
"1309",153329765,2019,25
"1310",153329780,2019,10
"1311",153329780,2021,10
"1312",153329783,2019,5
"1313",153329788,2019,10
"1314",153329790,2019,10
"1315",153329797,2019,10
"1316",153329797,2021,15
"1317",153329799,2019,10
"1318",153329802,2019,10
"1319",153329810,2019,10
"1320",153329812,2019,10
"1321",153329813,2019,10
"1322",153329815,2019,10
"1323",153329816,2019,10
"1324",153329818,2019,10
"1325",153329819,2019,10
"1326",153329838,2019,10
"1327",153329845,2019,10
"1328",153329846,2019,10
"1329",153329851,2019,10
"1330",153329864,2019,15
"1331",153329865,2019,20
"1332",153329868,2019,20
"1333",153329870,2019,20
"1334",153329871,2019,20
"1335",153329872,2019,20
"1336",153329873,2019,15
"1337",153329873,2021,15
"1338",153329887,2019,20
"1339",153329887,2021,15
"1340",153329888,2019,20
"1341",153329889,2019,20
"1342",153329890,2019,20
"1343",153329891,2019,20
"1344",153329896,2019,20
"1345",153329896,2021,15
"1346",153329897,2019,20
"1347",153329897,2021,15
"1348",153329898,2019,20
"1349",153329901,2019,20
"1350",153329917,2019,10
"1351",153329918,2019,10
"1352",153329922,2019,10
"1353",153329927,2019,10
"1354",153329928,2019,10
"1355",153329938,2019,10
"1356",153329971,2019,10
"1357",153329979,2019,10
"1358",153329986,2019,10
"1359",153329989,2019,10
"1360",153329999,2019,5
"1361",153330001,2019,5
"1362",153330005,2019,10
"1363",153330007,2019,10
"1364",153330008,2019,10
"1365",153330011,2019,10
"1366",153330011,2021,5
"1367",153330013,2019,10
"1368",153330014,2019,10
"1369",153330016,2019,10
"1370",153330017,2019,10
"1371",153330020,2019,5
"1372",153330024,2019,5
"1373",153330025,2019,5
"1374",153330026,2019,10
"1375",153330035,2019,10
"1376",153330036,2019,5
"1377",153330037,2019,5
"1378",153330038,2019,115
"1379",153330038,2021,195
"1380",153330039,2019,5
"1381",153330040,2019,115
"1382",153330041,2019,115
"1383",153330043,2019,25
"1384",153330050,2019,30
"1385",153330052,2019,10
"1386",153330053,2019,25
"1387",153330053,2021,5
"1388",153330054,2019,30
"1389",153330054,2021,5
"1390",153330055,2019,15
"1391",153330059,2019,10
"1392",153330061,2019,10
"1393",153330065,2019,10
"1394",153330066,2019,30
"1395",153330071,2019,15
"1396",153330071,2021,5
"1397",153330074,2019,10
"1398",153330075,2019,10
"1399",153330079,2019,10
"1400",153330081,2019,95
"1401",153330081,2021,155
"1402",153330082,2019,105
"1403",153330082,2021,220
"1404",153330083,2019,5
"1405",153330084,2019,10
"1406",153330085,2019,10
"1407",153330085,2021,10
"1408",153330088,2019,10
"1409",153330089,2019,30
"1410",153330090,2019,15
"1411",153330091,2019,5
"1412",153330092,2019,30
"1413",153330093,2019,10
"1414",153330094,2019,10
"1415",153330097,2019,10
"1416",153330108,2019,10
"1417",153330110,2019,40
"1418",153330111,2019,5
"1419",153330111,2021,5
"1420",153330112,2019,15
"1421",153330113,2019,40
"1422",153330120,2019,40
"1423",153330121,2019,10
"1424",153330123,2019,15
"1425",153330125,2019,45
"1426",153330126,2019,5
"1427",153330127,2019,40
"1428",153330128,2019,5
"1429",153330129,2019,15
"1430",153330151,2019,20
"1431",153330154,2019,20
"1432",153330155,2019,20
"1433",153330156,2019,20
"1434",153330159,2019,5
"1435",153330160,2019,10
"1436",153330163,2019,10
"1437",153330167,2019,10
"1438",153330168,2019,10
"1439",153330171,2019,10
"1440",153330175,2019,10
"1441",153330182,2019,10
"1442",153330183,2019,10
"1443",153330185,2019,10
"1444",153330187,2019,10
"1445",153330192,2019,20
"1446",153330193,2019,20
"1447",153330195,2019,20
"1448",153330195,2021,5
"1449",153330201,2019,20
"1450",153330232,2019,20
"1451",153330232,2021,5
"1452",153330233,2019,5
"1453",153330234,2019,15
"1454",153330236,2019,5
"1455",153330238,2019,120
"1456",153330239,2019,125
"1457",153330239,2021,165
"1458",153330240,2019,95
"1459",153330241,2019,85
"1460",153330242,2019,35
"1461",153330264,2019,35
"1462",153330267,2019,25
"1463",153330271,2019,25
"1464",153330273,2019,10
"1465",153330276,2019,10
"1466",153330279,2019,10
"1467",153330280,2019,10
"1468",153330283,2019,10
"1469",153330284,2019,25
"1470",153330287,2019,25
"1471",153330288,2019,25
"1472",153330290,2019,5
"1473",153330291,2019,5
"1474",153330301,2019,55
"1475",153330306,2019,55
"1476",153330313,2019,140
"1477",153330314,2019,140
"1478",153330317,2019,10
"1479",153330318,2019,140
"1480",153330319,2019,150
"1481",153330320,2019,15
"1482",153330322,2019,10
"1483",153330323,2019,5
"1484",153330324,2019,55
"1485",153330325,2019,75
"1486",153330326,2019,75
"1487",153330328,2019,140
"1488",153330329,2019,60
"1489",153330330,2019,140
"1490",153330333,2019,50
"1491",153330334,2019,40
"1492",153330334,2021,20
"1493",153330339,2019,10
"1494",153330340,2019,10
"1495",153330342,2019,10
"1496",153330343,2019,10
"1497",153330345,2019,45
"1498",153330346,2019,10
"1499",153330347,2019,55
"1500",153330348,2019,30
"1501",153330348,2021,25
"1502",153330349,2019,50
"1503",153330350,2019,50
"1504",153330351,2019,40
"1505",153330352,2019,25
"1506",153330353,2019,30
"1507",153330356,2019,30
"1508",153330357,2019,25
"1509",153330358,2019,20
"1510",153330359,2019,5
"1511",153330360,2019,25
"1512",153330361,2019,10
"1513",153330364,2019,40
"1514",153330366,2019,30
"1515",153330367,2019,15
"1516",153330368,2019,15
"1517",153330369,2019,125
"1518",153330369,2021,170
"1519",153330371,2019,15
"1520",153330372,2019,130
"1521",153330374,2019,140
"1522",153330437,2019,10
"1523",153330440,2019,95
"1524",153330442,2019,10
"1525",153330443,2019,125
"1526",153330444,2019,125
"1527",153330447,2019,30
"1528",153330447,2021,5
"1529",153330449,2019,30
"1530",153330450,2019,30
"1531",153330451,2019,30
"1532",153330452,2019,125
"1533",153330452,2021,175
"1534",153330453,2019,125
"1535",153330456,2019,125
"1536",153330461,2019,130
"1537",153330462,2019,130
"1538",153330464,2019,130
"1539",153330466,2019,130
"1540",153330466,2021,190
"1541",153330467,2019,130
"1542",153330467,2021,190
"1543",153330469,2019,10
"1544",153330470,2019,10
"1545",153330480,2019,10
"1546",153330497,2021,5
"1547",153330502,2019,20
"1548",153330503,2019,30
"1549",153330505,2019,30
"1550",153330506,2019,55
"1551",153330507,2019,20
"1552",153330510,2019,55
"1553",153330512,2019,130
"1554",153330515,2021,5
"1555",153330577,2019,10
"1556",153330578,2019,10
"1557",153330579,2019,10
"1558",153330580,2019,10
"1559",153330589,2019,10
"1560",153330593,2019,55
"1561",153330594,2019,55
"1562",153330594,2021,10
"1563",153330598,2019,55
"1564",153330602,2019,55
"1565",153330605,2019,130
"1566",153330606,2019,130
"1567",153330607,2019,5
"1568",153330609,2019,5
"1569",153330611,2019,5
"1570",153330613,2019,5
"1571",153330616,2021,5
"1572",153330618,2019,5
"1573",153330629,2019,55
"1574",153330630,2019,55
"1575",153330631,2019,55
"1576",153330632,2019,60
"1577",153330632,2021,15
"1578",153330635,2019,5
"1579",153330637,2019,5
"1580",153330638,2019,5
"1581",153330641,2019,5
"1582",153330643,2019,60
"1583",153330645,2019,60
"1584",153330645,2021,15
"1585",153330648,2019,60
"1586",153330653,2019,5
"1587",153330655,2019,180
"1588",153330656,2019,15
"1589",153330657,2019,5
"1590",153330672,2019,190
"1591",153330672,2021,200
"1592",153330675,2019,185
"1593",153330684,2019,10
"1594",153330696,2019,10
"1595",153330698,2019,10
"1596",153330706,2019,10
"1597",153330708,2019,10
"1598",153330717,2019,60
"1599",153330718,2019,60
"1600",153330720,2019,60
"1601",153330720,2021,15
"1602",153330722,2019,60
"1603",153330730,2019,170
"1604",153330738,2019,165
"1605",153330740,2019,10
"1606",153330757,2019,60
"1607",153330757,2021,15
"1608",153330758,2019,60
"1609",153330760,2019,60
"1610",153330760,2021,15
"1611",153330765,2019,60
"1612",153330765,2021,15
"1613",153330767,2019,60
"1614",153330769,2019,60
"1615",153330778,2019,10
"1616",153330779,2019,10
"1617",153330780,2019,10
"1618",153330901,2019,10
"1619",153330902,2019,10
"1620",153330907,2019,10
"1621",153330911,2019,10
"1622",153330912,2019,10
"1623",153330912,2021,10
"1624",153331004,2019,105
"1625",153331004,2021,35
"1626",153331331,2021,5
"1627",153331614,2019,10
"1628",153331615,2019,15
"1629",153331616,2019,10
"1630",153331617,2019,15
"1631",153331629,2019,30
"1632",153331632,2019,25
"1633",153331635,2019,25
"1634",153331636,2019,40
"1635",153331636,2021,5
"1636",153331637,2019,45
"1637",153331641,2019,25
"1638",153331679,2019,10
"1639",153331680,2019,5
"1640",153331682,2019,15
"1641",153331683,2019,30
"1642",153331684,2019,30
"1643",153331685,2019,30
"1644",153331687,2019,35
"1645",153331694,2019,25
"1646",153331697,2019,30
"1647",153331699,2019,35
"1648",153331700,2019,35
"1649",153331759,2019,20
"1650",153331761,2019,20
"1651",153331777,2019,20
"1652",153331778,2021,10
"1653",153331779,2019,20
"1654",153331781,2019,15
"1655",153331782,2019,20
"1656",153331801,2019,10
"1657",153331805,2019,20
"1658",153331809,2019,20
"1659",153331822,2021,10
"1660",153331832,2019,20
"1661",153331836,2019,20
"1662",153331838,2019,20
"1663",153331839,2021,10
"1664",153331840,2019,20
"1665",153331858,2019,20
"1666",153331870,2021,10
"1667",153331915,2021,10
"1668",153331916,2019,5
"1669",153331917,2019,20
"1670",153331919,2019,20
"1671",153331920,2019,15
"1672",153331921,2019,20
"1673",153331923,2019,5
"1674",153331924,2019,15
"1675",153331927,2019,10
"1676",153331930,2021,10
"1677",153331932,2019,5
"1678",153331948,2019,5
"1679",153331951,2019,5
"1680",153331951,2021,10
"1681",153331952,2019,20
"1682",153331958,2019,20
"1683",153331960,2019,20
"1684",153331961,2019,20
"1685",153331962,2019,20
"1686",153331963,2019,20
"1687",153331966,2019,20
"1688",153331967,2019,20
"1689",153331976,2019,20
"1690",153331986,2019,20
"1691",153331989,2021,10
"1692",153331992,2019,20
"1693",153332039,2019,20
"1694",153332041,2019,15
"1695",153332042,2019,20
"1696",153332043,2019,15
"1697",153332044,2019,20
"1698",153332060,2019,10
"1699",153332062,2019,10
"1700",153332063,2019,10
"1701",153332064,2019,10
"1702",153332065,2019,10
"1703",153332074,2019,5
"1704",153332074,2021,10
"1705",153332075,2019,5
"1706",153332076,2019,10
"1707",153332077,2019,5
"1708",153332078,2021,10
"1709",153332080,2019,10
"1710",153332082,2019,10
"1711",153332083,2019,10
"1712",153332084,2019,10
"1713",153332092,2019,10
"1714",153332093,2019,10
"1715",153332096,2019,10
"1716",153332101,2019,10
"1717",153332102,2019,5
"1718",153332113,2019,10
"1719",153332114,2021,10
"1720",153332115,2021,10
"1721",153332120,2021,10
"1722",153332137,2019,10
"1723",153332138,2019,10
"1724",153332139,2019,5
"1725",153332141,2019,10
"1726",153332142,2019,5
"1727",153332147,2019,10
"1728",153332152,2019,10
"1729",153332153,2019,10
"1730",153332157,2019,10
"1731",153332250,2019,10
"1732",153332251,2019,10
"1733",153332254,2019,10
"1734",153332470,2019,95
"1735",153332471,2019,105
"1736",153332619,2019,10
"1737",153332638,2019,10
"1738",153332639,2019,150
"1739",153332643,2019,150
"1740",153332651,2019,180
"1741",153332652,2019,180
"1742",153332662,2019,5
"1743",153332664,2019,5
"1744",153332667,2019,5
"1745",153332668,2021,5
"1746",153332669,2019,5
"1747",153332670,2019,60
"1748",153332671,2019,60
"1749",153332673,2019,60
"1750",153332673,2021,25
"1751",153332674,2021,5
"1752",153332675,2019,5
"1753",153332677,2019,5
"1754",153332678,2019,5
"1755",153332712,2021,5
"1756",153332729,2019,5
"1757",153332730,2019,10
"1758",153332731,2019,10
"1759",153332732,2019,10
"1760",153332735,2019,10
"1761",153332736,2019,10
"1762",153332737,2019,10
"1763",153332739,2019,10
"1764",153332742,2019,180
"1765",153332742,2021,170
"1766",153332754,2019,185
"1767",153332800,2019,185
"1768",153332802,2019,150
"1769",153332802,2021,165
"1770",153332812,2019,190
"1771",153332873,2019,50
"1772",153332874,2019,45
"1773",153332895,2019,45
"1774",153332897,2019,50
"1775",153332904,2019,55
"1776",153332904,2021,20
"1777",153332909,2019,55
"1778",153332951,2019,200
"1779",153332952,2019,195
"1780",153332955,2019,195
"1781",153332957,2019,195
"1782",153332958,2019,195
"1783",153332958,2021,170
"1784",153332960,2019,195
"1785",153332960,2021,170
"1786",153332961,2019,185
"1787",153332961,2021,165
"1788",153332962,2019,160
"1789",153332991,2019,75
"1790",153332998,2019,55
"1791",153333002,2019,55
"1792",153333003,2019,55
"1793",153333004,2019,55
"1794",153333011,2019,55
"1795",153333014,2019,55
"1796",153333030,2019,75
"1797",153333031,2019,75
"1798",153333031,2021,30
"1799",153333032,2019,75
"1800",153333036,2019,75
"1801",153333037,2019,70
"1802",153333045,2019,55
"1803",153333046,2019,55
"1804",153333049,2019,55
"1805",153333057,2019,75
"1806",153333059,2019,75
"1807",153333067,2019,75
"1808",153333068,2019,75
"1809",153333068,2021,25
"1810",153333072,2019,75
"1811",153333074,2019,55
"1812",153333077,2019,185
"1813",153333080,2019,185
"1814",153333080,2021,225
"1815",153333081,2019,185
"1816",153333082,2019,185
"1817",153333083,2019,120
"1818",153333083,2021,110
"1819",153333084,2019,185
"1820",153333086,2019,155
"1821",153333087,2019,180
"1822",153333088,2019,185
"1823",153333088,2021,220
"1824",153333098,2019,75
"1825",153333108,2019,35
"1826",153333108,2021,15
"1827",153333109,2019,35
"1828",153333111,2019,40
"1829",153333111,2021,15
"1830",153333112,2019,40
"1831",153333114,2019,40
"1832",153333114,2021,15
"1833",153333117,2019,30
"1834",153333122,2019,30
"1835",153333122,2021,15
"1836",153333124,2019,30
"1837",153333125,2019,30
"1838",153333125,2021,15
"1839",153333126,2019,30
"1840",153333126,2021,15
"1841",153333127,2019,30
"1842",153333128,2019,35
"1843",153333128,2021,10
"1844",153333129,2019,30
"1845",153333129,2021,15
"1846",153333135,2019,40
"1847",153333142,2019,45
"1848",153333143,2019,45
"1849",153333144,2019,45
"1850",153333145,2019,45
"1851",153333145,2021,15
"1852",153333155,2019,45
"1853",153333157,2019,45
"1854",153333168,2019,50
"1855",153333169,2019,50
"1856",153333170,2019,50
"1857",153333171,2019,50
